"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"16092","S(=O)(=O)(NC1(=NC=NC=C1))C2(=CC=C(N)C=C2)","NC1C=CC(=CC=1)S(=O)(=O)NC1C=CN=CN=1","InChI=1S/C10H10N4O2S/c11-8-1-3-9(4-2-8)17(15,16)14-10-5-6-12-7-13-10/h1-7H,11H2,(H,12,13,14)","PXDBUWPMANSAFI-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",6.17
"16090","S(=O)(=O)(NC1(=NC=CN=C1))C2(=CC=C(N)C=C2)","NC1C=CC(=CC=1)S(=O)(=O)NC1C=NC=CN=1","InChI=1S/C10H10N4O2S/c11-8-1-3-9(4-2-8)17(15,16)14-10-7-12-5-6-13-10/h1-7H,11H2,(H,13,14)","YEAICDDXRUOCKJ-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",6.04
"16088","S(=O)(=O)(NC1(=NC=CC=N1))C2(=CC=C(N)C=C2)","NC1C=CC(=CC=1)S(=O)(=O)NC1N=CC=CN=1","InChI=1S/C10H10N4O2S/c11-8-2-4-9(5-3-8)17(15,16)14-10-12-6-1-7-13-10/h1-7H,11H2,(H,12,13,14)","SEEPANYCNGTZFQ-UHFFFAOYSA-N","?","24","mean from 3","a1/apparent","?","acidic",6.42
"16583","S(=O)(=O)(N)C=2(SC(N(C1(=CC=CC=C1))C(=O)C)=NN=2)","C=C(O)N(C1=NN=C(S1)S(N)(=O)=O)C1C=CC=CC=1","InChI=1S/C10H10N4O3S2/c1-7(15)14(8-5-3-2-4-6-8)9-12-13-10(18-9)19(11,16)17/h2-6,15H,1H2,(H2,11,16,17)","MJIOHLOXXNINBP-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","acidic",7.32
"15730","O=C(O)C2(=CC=C(N=NC=1(C(=NNC=1N)N))C=C2)","NC1=NNC(N)=C1N=NC1C=CC(=CC=1)C(O)=O","InChI=1S/C10H10N6O2/c11-8-7(9(12)16-15-8)14-13-6-3-1-5(2-4-6)10(17)18/h1-4H,(H,17,18)(H5,11,12,15,16)","NCWCSLXGDWIAIT-UHFFFAOYSA-N","?","25","spectrophotometric","a2/apparent","?","acidic",4.68
"10529","O=C(C1(=CC=CC=C1))CC(=O)C","CC(=O)C=C(O)C1C=CC=CC=1","InChI=1S/C10H10O2/c1-8(11)7-10(12)9-5-3-2-4-6-9/h2-7,12H,1H3","MPRZBJONKJDMJV-UHFFFAOYSA-N","?","24","mean from 5","a/apparent","?","acidic",8.69
"10520","O=C(O)C=CC1(=CC(=CC=C1)C)","CC1C=C(C=CC=1)C=CC(O)=O","InChI=1S/C10H10O2/c1-8-3-2-4-9(7-8)5-6-10(11)12/h2-7H,1H3,(H,11,12)","JZINNAKNHHQBOS-UHFFFAOYSA-N","?","25",,"apparent","?","acidic",4.44
"10523","O=C(O)C=CC1(=C(C=CC=C1)C)","CC1C=CC=CC=1C=CC(O)=O","InChI=1S/C10H10O2/c1-8-4-2-3-5-9(8)6-7-10(11)12/h2-7H,1H3,(H,11,12)","RSWBWHPZXKLUEX-UHFFFAOYSA-N","?","25",,"apparent","?","acidic",4.5
"10945","O=C(O)C1(=CC(=CC=C1)C2(CC2))","OC(=O)C1=CC(=CC=C1)C1CC1","InChI=1S/C10H10O2/c11-10(12)9-3-1-2-8(6-9)7-4-5-7/h1-3,6-7H,4-5H2,(H,11,12)","RQRAQQYDNSRVRK-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",4.28
"10943","O=C(O)C2(C(C1(=CC=CC=C1))C2)","OC(O)=C1CC1C1C=CC=CC=1","InChI=1S/C10H10O2/c11-10(12)9-6-8(9)7-4-2-1-3-5-7/h1-5,8,11-12H,6H2","GDPWNMCWBQUDDH-UHFFFAOYSA-N","?, ?","25","potentiometric","a/apparent","?, ?","acidic",4.68
"13494","S(C=CC1(=CC=CC=C1))CC(=O)O","OC(O)=CSC=CC1C=CC=CC=1","InChI=1S/C10H10O2S/c11-10(12)8-13-7-6-9-4-2-1-3-5-9/h1-8,11-12H","WXJAZPUOFPAHJS-UHFFFAOYSA-N","?",,"mean from 2","a/apparent","?","acidic",3.5
"13516","O=C(O)C=CC1(=CC(OC)=CC=C1)","COC1C=C(C=CC=1)C=CC(O)=O","InChI=1S/C10H10O3/c1-13-9-4-2-3-8(7-9)5-6-10(11)12/h2-7H,1H3,(H,11,12)","LZPNXAULYJPXEH-UHFFFAOYSA-N","?","25","conductometric","1/thermodynamic","?","acidic",4.38
"13506","O=C(O)C=CC1(=C(OC)C=CC=C1)","COC1C=CC=CC=1C=CC(O)=O","InChI=1S/C10H10O3/c1-13-9-5-3-2-4-8(9)6-7-10(11)12/h2-7H,1H3,(H,11,12)","FEGVSPGUHMGGBO-UHFFFAOYSA-N","?, ?","25",,"b1/apparent","?, ?","acidic",4.42
"13524","O=C(O)C1(=CC=C(OCC=C)C=C1)","C=CCOC1C=CC(=CC=1)C(O)=O","InChI=1S/C10H10O3/c1-2-7-13-9-5-3-8(4-6-9)10(11)12/h2-6H,1,7H2,(H,11,12)","DYDWKSVZHZNBLO-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",4.45
"13514","O=C(O)C(=O)C1(=C(C=CC(=C1)C)C)","CC1=CC(C(=O)C(O)=O)=C(C)C=C1","InChI=1S/C10H10O3/c1-6-3-4-7(2)8(5-6)9(11)10(12)13/h3-5H,1-2H3,(H,12,13)","NDYSRCJHIBVQTC-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",1.45
"13270","O=C(O)C2(OC1(=C(C=CC=C1)CC2))","OC(O)=C1CCC2C=CC=CC=2O1","InChI=1S/C10H10O3/c11-10(12)9-6-5-7-3-1-2-4-8(7)13-9/h1-4,11-12H,5-6H2","OFQNBSGSDNWJAJ-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",3.38
"13492","[Br]C1(=C(O)C(=O)C=C(C=C1)C(C)C)","CC(C)C1C=CC(Br)=C(O)C(=O)C=1","InChI=1S/C10H11BrO2/c1-6(2)7-3-4-8(11)10(13)9(12)5-7/h3-6H,1-2H3,(H,12,13)","CGYZOYSDCBOVNH-UHFFFAOYSA-N","?","25","potentiometric","a/thermodynamic","?","acidic",6.28
"13491","[Br]C1(=C(O)C(=O)C=CC=C1C(C)C)","CC(C)C1=CC=CC(=O)C(O)=C1Br","InChI=1S/C10H11BrO2/c1-6(2)7-4-3-5-8(12)10(13)9(7)11/h3-6H,1-2H3,(H,12,13)","OKRVWQLRBOUFKB-UHFFFAOYSA-N","?","25","potentiometric","a/thermodynamic","?","acidic",6.68
"14883","FC(F)(F)C(=NO)C1(=CC(N(C)C)=CC=C1)","CN(C)C1C=C(C=CC=1)C(N=O)C(F)(F)F","InChI=1S/C10H11F3N2O/c1-15(2)8-5-3-4-7(6-8)9(14-16)10(11,12)13/h3-6,9H,1-2H3","OMDVOTYVMOOGAZ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",9.3
"17128","O=C(O)C([NH3+])CC1(=NNC2(=C1C=CC=C2))","N=C(CC1=NNC2=CC=CC=C21)C(O)O","InChI=1S/C10H11N3O2/c11-7(10(14)15)5-9-6-3-1-2-4-8(6)12-13-9/h1-4,10-11,14-15H,5H2,(H,12,13)","JXKBMHROUWEAAK-UHFFFAOYSA-N","?",,"potentiometric","a1/apparent","?","acidic",2.2
"16195","S(=O)(=O)(NC=1(SC=C(N=1)C))C2(=CC=C(N)C=C2)","CC1=CSC(NS(=O)(=O)C2C=CC(N)=CC=2)=N1","InChI=1S/C10H11N3O2S2/c1-7-6-16-10(12-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)","KJVQYDYPDFFJMP-UHFFFAOYSA-N","?","20","mean from 2","a/apparent","?","acidic",7.12
"16196","S(=O)(=O)(NC=1(SC=CN=1))C2(=CC(=C(N)C=C2)C)","CC1C=C(C=CC=1N)S(=O)(=O)NC1=NC=CS1","InChI=1S/C10H11N3O2S2/c1-7-6-8(2-3-9(7)11)17(14,15)13-10-12-4-5-16-10/h2-6H,11H2,1H3,(H,12,13)","MGILFWXNSNMZJG-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",7.0
"15772","S(=O)(=O)(NC1(=NC(N)=CC=N1))C2(=CC=C(N)C=C2)","NC1C=CC(=CC=1)S(=O)(=O)NC1=NC(N)=CC=N1","InChI=1S/C10H11N5O2S/c11-7-1-3-8(4-2-7)18(16,17)15-10-13-6-5-9(12)14-10/h1-6H,11H2,(H3,12,13,14,15)","NZJLTOYOJWOIFZ-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",9.44
"13652","O(C1(=C(C=CC=C1)C=CC=NO))C","COC1C=CC=CC=1C=CCN=O","InChI=1S/C10H11NO2/c1-13-10-7-3-2-5-9(10)6-4-8-11-12/h2-7H,8H2,1H3","XXDDOXMISQLNBB-UHFFFAOYSA-N","?, ?","25",,"apparent","?, ?","acidic",11.07
"12210","S=C(OCC)NC(=O)C1(=CC=CC=C1)","CCOC(=S)NC(=O)C1C=CC=CC=1","InChI=1S/C10H11NO2S/c1-2-13-10(14)11-9(12)8-6-4-3-5-7-8/h3-7H,2H2,1H3,(H,11,12,14)","GCMIBRWGMZXOOW-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","acidic",7.46
"12252","O=C(OCC)C(=NO)C1(=CC=CC=C1)","CCOC(=O)C(N=O)C1C=CC=CC=1","InChI=1S/C10H11NO3/c1-2-14-10(12)9(11-13)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3","HDHCDDTUSROLIR-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","acidic",8.95
"12251","O=C(N)C(C1(=CC=CC=C1))CC(=O)O","N=C(O)C(CC(O)=O)C1C=CC=CC=1","InChI=1S/C10H11NO3/c11-10(14)8(6-9(12)13)7-4-2-1-3-5-7/h1-5,8H,6H2,(H2,11,14)(H,12,13)","PPOIRHDTIDWACH-UHFFFAOYSA-N","?","25","mean from 2","thermodynamic","?","acidic",4.23
"13424","S(C1(=CC=C(C)C=C1))C2(NC(=O)C2)","CC1=CC=C(C=C1)SC1CC(O)=N1","InChI=1S/C10H11NOS/c1-7-2-4-8(5-3-7)13-10-6-9(12)11-10/h2-5,10H,6H2,1H3,(H,11,12)","GGDQYNXJUXSTHM-UHFFFAOYSA-N","?","25",,"a1/apparent","N-H","acidic",13.45
"13689","S=C(NC1(=CC=CC=C1))CC(=O)C","C=C(O)CC(=S)NC1C=CC=CC=1","InChI=1S/C10H11NOS/c1-8(12)7-10(13)11-9-5-3-2-4-6-9/h2-6,12H,1,7H2,(H,11,13)","XJSZBALVTDZBMS-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","?","acidic",7.5
"13503","ClC1(=C(O)C(=CC(=C1)Cl)CCCC)","CCCCC1=CC(Cl)=CC(Cl)=C1O","InChI=1S/C10H12Cl2O/c1-2-3-4-7-5-8(11)6-9(12)10(7)13/h5-6,13H,2-4H2,1H3","CKQVBCJJXPMOPU-UHFFFAOYSA-N","?","25","spectrophotometric","a/apparent","?","acidic",8.1
"12142","O=C(N(C)C)CC(=O)C1(=CC=NC=C1)","CN(C)C(O)=CC(=O)C1C=CN=CC=1","InChI=1S/C10H12N2O2/c1-12(2)10(14)7-9(13)8-3-5-11-6-4-8/h3-7,14H,1-2H3","FRQRVSZRJVPCSK-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",7.75
"17018","S=C2(NC(=O)C(C1(C=CCCC1))C([N-]2)=O)","OC1=NC(=S)NC(=O)C1C1CCCC=C1","InChI=1S/C10H12N2O2S/c13-8-7(6-4-2-1-3-5-6)9(14)12-10(15)11-8/h2,4,6-7H,1,3,5H2,(H2,11,12,13,14,15)","KOUSLPSCTHKOII-UHFFFAOYSA-N","?","28","spectrophotometric","a2/apparent","?","acidic",11.31
"14866","O=[N+]([O-])C1(=CC=C(CCC([NH3+])C(=O)O)C=C1)","N=C(CCC1C=CC(=CC=1)[N+]([O-])=O)C(O)O","InChI=1S/C10H12N2O4/c11-9(10(13)14)6-3-7-1-4-8(5-2-7)12(15)16/h1-2,4-5,10-11,13-14H,3,6H2","KIDVNDXEXDSFSD-UHFFFAOYSA-N","?",,"potentiometric","a1/apparent","?","acidic",3.05
"15057","OC1(=NC(=[NH+]C(=C1C)C)N2(N=C(C)C=C2O))","CC1N=C(N=C(O)C=1C)N1N=C(C)C=C1O","InChI=1S/C10H12N4O2/c1-5-4-8(15)14(13-5)10-11-7(3)6(2)9(16)12-10/h4,15H,1-3H3,(H,11,12,16)","VBANUYXYNRELIJ-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","acidic",5.5
"15055","O(C1(=NC(=NC(=C1)C)N2(N=C(C)C=C2O)))C","CC1C=C(O)N(N=1)C1N=C(C=C(C)N=1)OC","InChI=1S/C10H12N4O2/c1-6-4-8(16-3)12-10(11-6)14-9(15)5-7(2)13-14/h4-5,15H,1-3H3","XAOVWQZORQBLDK-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","acidic",6.9
"16297","S2(C1(=NC=NC(=C1NC(C2)=O)N3(CCOCC3)))","OC1CSC2=NC=NC(=C2N=1)N1CCOCC1","InChI=1S/C10H12N4O2S/c15-7-5-17-10-8(13-7)9(11-6-12-10)14-1-3-16-4-2-14/h6H,1-5H2,(H,13,15)","NXZMSMVSXOXJBF-UHFFFAOYSA-N","?","20","spectrophotometric","a2/apparent","?","acidic",10.37
"13746","OC1(=C2(C(=CC=C1)CCCC2))","OC1C=CC=C2CCCCC2=1","InChI=1S/C10H12O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h3,5,7,11H,1-2,4,6H2","SCWNNOCLLOHZIG-UHFFFAOYSA-N","?","18","mean from 3","a/apparent","?","acidic",10.46
"10530","O(C1(=C(O)C=CC(=C1)CC=C))C","COC1C=C(CC=C)C=CC=1O","InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3","RRAFCDWBNXTKKO-UHFFFAOYSA-N","?","25","conductometric","a/thermodynamic","?","acidic",10.0
"10528","O=C(C1(=C(O)C=C(C)C(=C1)C))C","CC1=CC(O)=C(C=C1C)C(=C)O","InChI=1S/C10H12O2/c1-6-4-9(8(3)11)10(12)5-7(6)2/h4-5,11-12H,3H2,1-2H3","UZCQVKBAUWCFOP-UHFFFAOYSA-N","?","23","mean from 4","a1/apparent","?","acidic",11.56
"10515","O=C1(C(O)=CC(C(C)C)=CC=C1)","CC(C)C1C=C(O)C(=O)C=CC=1","InChI=1S/C10H12O2/c1-7(2)8-4-3-5-9(11)10(12)6-8/h3-7H,1-2H3,(H,11,12)","FUWUEFKEXZQKKA-UHFFFAOYSA-N","?","29","mean from 3","a/thermodynamic","?","acidic",7.22
"10527","O=C(O)C1(=CC(=CC=C1)C(C)C)","CC(C)C1C=C(C=CC=1)C(O)=O","InChI=1S/C10H12O2/c1-7(2)8-4-3-5-9(6-8)10(11)12/h3-7H,1-2H3,(H,11,12)","DLYVSJDCQZVKMD-UHFFFAOYSA-N","?","25",,"a1/thermodynamic","?","acidic",4.27
"10525","O=C(O)C1(=C(C=CC=C1)C(C)C)","CC(C)C1C=CC=CC=1C(O)=O","InChI=1S/C10H12O2/c1-7(2)8-5-3-4-6-9(8)10(11)12/h3-7H,1-2H3,(H,11,12)","BANZVKGLDQDFDV-UHFFFAOYSA-N","?","25","potentiometric","a/thermodynamic","?","acidic",3.64
"10517","O=C(O)CCCC1(=CC=CC=C1)","OC(O)=CCCC1C=CC=CC=1","InChI=1S/C10H12O2/c11-10(12)8-4-7-9-5-2-1-3-6-9/h1-3,5-6,8,11-12H,4,7H2","MWLNKVWPTZRTNE-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","COOH","acidic",4.78
"13496","S(CC(=O)O)CCC1(=CC=CC=C1)","OC(O)=CSCCC1C=CC=CC=1","InChI=1S/C10H12O2S/c11-10(12)8-13-7-6-9-4-2-1-3-5-9/h1-5,8,11-12H,6-7H2","DXKXQFAQWDLQSB-UHFFFAOYSA-N","?","18","potentiometric","thermodynamic","?","acidic",3.8
"13274","O=C(O)C1(=C(C2(C=CC1C2))COC)","COCC1C2CC(C=C2)C=1C(O)=O","InChI=1S/C10H12O3/c1-13-5-8-6-2-3-7(4-6)9(8)10(11)12/h2-3,6-7H,4-5H2,1H3,(H,11,12)","KTJBMCLOXXHHMD-UHFFFAOYSA-N","?","25",,"a1/apparent","CO2H","acidic",4.59
"13530","O=C(O)CCC1(=CC=C(OC)C=C1)","COC1C=CC(CC=C(O)O)=CC=1","InChI=1S/C10H12O3/c1-13-9-5-2-8(3-6-9)4-7-10(11)12/h2-3,5-7,11-12H,4H2,1H3","UYRSBFUVCJDPFU-UHFFFAOYSA-N","?","25","mean from 2","thermodynamic","?","acidic",4.72
"13508","O=C(O)CCC1(=C(OC)C=CC=C1)","COC1C=CC=CC=1CC=C(O)O","InChI=1S/C10H12O3/c1-13-9-5-3-2-4-8(9)6-7-10(11)12/h2-5,7,11-12H,6H2,1H3","UIJSTNSXUSPFNM-UHFFFAOYSA-N","?","25","conductometric","thermodynamic","?","acidic",4.8
"13515","O=C(OCCC)C1(=CC=C(O)C=C1)","CCCOC(=O)C1C=CC(O)=CC=1","InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3","QELSKZZBTMNZEB-UHFFFAOYSA-N","?","20","spectrophotometric","b1/apparent","H-O","acidic",8.3
"13522","O=C(O)C1(=C(OCCC)C=CC=C1)","CCCOC1C=CC=CC=1C(O)=O","InChI=1S/C10H12O3/c1-2-7-13-9-6-4-3-5-8(9)10(11)12/h3-6H,2,7H2,1H3,(H,11,12)","OXOWWPXTTOCKKU-UHFFFAOYSA-N","?","20","potentiometric","thermodynamic","?","acidic",4.24
"13519","O=C(O)C1(=C(C=C(OCC)C=C1)C)","CC1C=C(C=CC=1C(O)=O)OCC","InChI=1S/C10H12O3/c1-3-13-8-4-5-9(10(11)12)7(2)6-8/h4-6H,3H2,1-2H3,(H,11,12)","NPJNAEZUNKBQET-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",4.54
"13518","O=C(O)C1(=C(C=CC(=C1)OCC)C)","CC1C=CC(=CC=1C(O)=O)OCC","InChI=1S/C10H12O3/c1-3-13-8-5-4-7(2)9(6-8)10(11)12/h4-6H,3H2,1-2H3,(H,11,12)","UZZXWXJHPVZVFX-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",3.86
"13527","O=C(O)C1(=C(C(OCC)=CC=C1)C)","CC1C(=CC=CC=1C(O)=O)OCC","InChI=1S/C10H12O3/c1-3-13-9-6-4-5-8(7(9)2)10(11)12/h4-6H,3H2,1-2H3,(H,11,12)","QZGFHAXSXBAKFG-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",3.73
"13533","O=C1(C(=C(C)C(C1)=C(C(=O)O)C)C)","CC(=C1C=C(O)C(C)=C1C)C(O)=O","InChI=1S/C10H12O3/c1-5-6(2)9(11)4-8(5)7(3)10(12)13/h4,11H,1-3H3,(H,12,13)","ADEMXUADEPOVER-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",3.1
"13509","O=C(O)C1(=CC(OC(C)C)=CC=C1)","CC(C)OC1C=C(C=CC=1)C(O)=O","InChI=1S/C10H12O3/c1-7(2)13-9-5-3-4-8(6-9)10(11)12/h3-7H,1-2H3,(H,11,12)","QPVBLLQBUNVSJT-UHFFFAOYSA-N","?","20","potentiometric","thermodynamic","?","acidic",4.15
"13521","O=C(O)C1(=C(OC(C)C)C=CC=C1)","CC(C)OC1C=CC=CC=1C(O)=O","InChI=1S/C10H12O3/c1-7(2)13-9-6-4-3-5-8(9)10(11)12/h3-7H,1-2H3,(H,11,12)","WWPLDSOFBMZGIJ-UHFFFAOYSA-N","?","20","potentiometric","thermodynamic","?","acidic",4.24
"13510","O=C(O)COC1(=C(C=CC=C1C)C)","CC1=CC=CC(C)=C1OC=C(O)O","InChI=1S/C10H12O3/c1-7-4-3-5-8(2)10(7)13-6-9(11)12/h3-6,11-12H,1-2H3","BXHQICUAZOTDQX-UHFFFAOYSA-N","?","25","potentiometric","apparent","?","acidic",3.36
"13511","O=C(O)C(OC1(=C(C=CC=C1)C))C","CC1C=CC=CC=1OC(C)=C(O)O","InChI=1S/C10H12O3/c1-7-5-3-4-6-9(7)13-8(2)10(11)12/h3-6,11-12H,1-2H3","GBQOFYGKOFZHNV-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",3.37
"10575","ClC1(=C(C=C(O)C(=C1)C(C)C)C)","CC1C=C(O)C(=CC=1Cl)C(C)C","InChI=1S/C10H13ClO/c1-6(2)8-5-9(11)7(3)4-10(8)12/h4-6,12H,1-3H3","KFZXVMNBUMVKLN-UHFFFAOYSA-N","?","20","potentiometric","a1/thermodynamic","?","acidic",9.98
"14721","O=C(NC1(=CC=C(N(C)C)C=C1))C=NO","CN(C)C1C=CC(=CC=1)NC(=O)CN=O","InChI=1S/C10H13N3O2/c1-13(2)9-5-3-8(4-6-9)12-10(14)7-11-15/h3-6H,7H2,1-2H3,(H,12,14)","MAQGGIZDFDDDSZ-UHFFFAOYSA-N","?","25","potentiometric","a2/apparent","?","acidic",9.26
"14936","O=[N+]([O-])C1(=CC=C(C(=O)N[N+](C)(C)C)C=C1)","C[N+](C)(C)NC(=O)C1=CC=C(C=C1)[N+]([O-])=O","InChI=1S/C10H13N3O3/c1-13(2,3)11-10(14)8-4-6-9(7-5-8)12(15)16/h4-7H,1-3H3/p+1","CLRPIVYDYCSVLW-UHFFFAOYSA-O","?","20","mean from 2","a1/apparent","?","acidic",3.11
"16743","O3(C(N2(C1(=NC(=[NH+]C(=C1N=C2)O)N)))CC(C3CO)O)","NC1N=C(O)C2N=CN(C3CC(O)C(CO)O3)C=2N=1","InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)","YKBGVTZYEHREMT-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","H(+)","acidic",-0.97
"16739","O3(C(N2(C1(=NC=NC(=C1N=C2)N)))C(O)C(C3CO)O)","NC1N=CN=C2C=1N=CN2C1OC(CO)C(O)C1O","InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)","OIRDTQYFTABQOQ-UHFFFAOYSA-N","?","24","mean from 2","a1/apparent","?","acidic",12.5
"15346","O3(C(N2(C1(=NC(=[NH+]C(=C1N=C2)O)N)))C(O)C(C3CO)O)","NC1N=C(O)C2N=CN(C3OC(CO)C(O)C3O)C=2N=1","InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)","NYHBQMYGNKIUIF-UHFFFAOYSA-N","?","21","mean from 2","a1/apparent","?","acidic",1.9
"13648","ON=C(C1(=C(O)C=C(C)C(=C1)C))C","CC1=CC(C(C)N=O)=C(O)C=C1C","InChI=1S/C10H13NO2/c1-6-4-9(8(3)11-13)10(12)5-7(6)2/h4-5,8,12H,1-3H3","AEOQRKIRQRVDLR-UHFFFAOYSA-N","?","30","potentiometric","a1/apparent","?","acidic",8.2
