"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"13198","O=C(NC(CCN(C)C)(C)C)C=C","CN(C)CCC(C)(C)NC(=O)C=C","InChI=1S/C10H20N2O/c1-6-9(13)11-10(2,3)7-8-12(4)5/h6H,1,7-8H2,2-5H3,(H,11,13)","OCMFIRSRLNISHF-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",9.39
"14096","N(C(C=C)(CC)C)(C(C)C)C","CCC(C)(C=C)N(C)C(C)C","InChI=1S/C10H21N/c1-7-10(5,8-2)11(6)9(3)4/h7,9H,1,8H2,2-6H3","UDYQTEPETZNJJZ-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",11.3
"14405","N1(C(CCCC1(C)C)(C)C)(C)","CN1C(C)(C)CCCC1(C)C","InChI=1S/C10H21N/c1-9(2)7-6-8-10(3,4)11(9)5/h6-8H2,1-5H3","XULIXFLCVXWHRF-UHFFFAOYSA-N","?","30","potentiometric","a1/apparent","NH%+&","basic",11.25
"13220","O=C([O-])CCCCCCCCCN","NCCCCCCCCC=C(O)O","InChI=1S/C10H21NO2/c11-9-7-5-3-1-2-4-6-8-10(12)13/h8,12-13H,1-7,9,11H2","YRNWOAMGHKJYLN-UHFFFAOYSA-N","?","27","mean from 3","a2/apparent","?","basic",11.01
"14094","N(C(CC)(C)C)(C(C)(C)C)C","CC(C)(C)N(C)C(C)(C)CC","InChI=1S/C10H23N/c1-8-10(5,6)11(7)9(2,3)4/h8H2,1-7H3","HODGCVNTSLRUHK-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",11.9
"13212","OC(CN(CC(O)C)CCC)CC","CC(O)CN(CCC)CC(O)CC","InChI=1S/C10H23NO2/c1-4-6-11(7-9(3)12)8-10(13)5-2/h9-10,12-13H,4-8H2,1-3H3","KRKCAVIROZKONS-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","-NH3%+&","basic",9.0
"13215","OC(CN(CC(O)C)CC(C)C)C","CC(C)CN(CC(C)O)CC(C)O","InChI=1S/C10H23NO2/c1-8(2)5-11(6-9(3)12)7-10(4)13/h8-10,12-13H,5-7H2,1-4H3","SJVINIYQXBASPF-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","prot.","basic",8.8
"11326","S(CC(C)C)CCN(CC)CC","CC(C)CSCCN(CC)CC","InChI=1S/C10H23NS/c1-5-11(6-2)7-8-12-9-10(3)4/h10H,5-9H2,1-4H3","ZBDCZOMEKJDMLI-UHFFFAOYSA-N","?","17","potentiometric","b/apparent","?","basic",8.83
"12114","N1(CCNCCCNCCNCCC1)","C1CNCCCNCCNCCCN1","InChI=1S/C10H24N4/c1-3-11-7-9-13-5-2-6-14-10-8-12-4-1/h11-14H,1-10H2","MDAXKAUIABOHTD-UHFFFAOYSA-N","?","25","mean from 2","b1/apparent","HN","basic",11.1
"12392","ClC2(=CN=C(C1(=NC=C(Cl)C=C1))C=C2)","ClC1=CN=C(C=C1)C1C=CC(Cl)=CN=1","InChI=1S/C10H6Cl2N2/c11-7-1-3-9(13-5-7)10-4-2-8(12)6-14-10/h1-6H","HYCKHRIFJYTAEM-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","basic",3.96
"15080","O=[N+]([O-])C=2(C=1(C(=NC=CC=1)C(C(=O)[O-])=CC=2))","[O-][N+](=O)C1=CC=C(C(O)=O)C2=NC=CC=C12","InChI=1S/C10H6N2O4/c13-10(14)7-3-4-8(12(15)16)6-2-1-5-11-9(6)7/h1-5H,(H,13,14)","HXHZCOASPJWXPP-UHFFFAOYSA-N","?","25","potentiometric","a/thermodynamic","?","basic",4.67
"13318","ClC1(=CC(=NC=C1)C2(=NC=CC=C2))","ClC1=CC(=NC=C1)C1C=CC=CN=1","InChI=1S/C10H7ClN2/c11-8-4-6-13-10(7-8)9-3-1-2-5-12-9/h1-7H","IXEGJZGCPOORDR-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","=NH(+)-","basic",3.8
"11179","O=CC=1(C=2(C(N=CC=1)=CC=CC=2))","O=CC1=CC=NC2=CC=CC=C21","InChI=1S/C10H7NO/c12-7-8-5-6-11-10-4-2-1-3-9(8)10/h1-7H","MGCGJBXTNWUHQE-UHFFFAOYSA-N","?",,,"a/apparent","?","basic",4.25
"13397","O=C([O-])C=1(C=2(C(N=CC=1)=CC=CC=2))","OC(=O)C1=CC=NC2=CC=CC=C12","InChI=1S/C10H7NO2/c12-10(13)8-5-6-11-9-4-2-1-3-7(8)9/h1-6H,(H,12,13)","VQMSRUREDGBWKT-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","basic",4.76
"12525","O=C(O)C=2(C=1(C(=NC=CC=1)C(O)=CC=2))","OC1=CC=C(C2=CC=CN=C12)C(O)=O","InChI=1S/C10H7NO3/c12-8-4-3-7(10(13)14)6-2-1-5-11-9(6)8/h1-5,12H,(H,13,14)","JGRPKOGHYBAVMW-UHFFFAOYSA-N","?, ?","20",,"a1/apparent","?, ?","basic",4.4
"13427","ClC=2(C=1(C(=NC=CC=1)C(OC)=CC=2))","COC1=CC=C(Cl)C2=CC=CN=C12","InChI=1S/C10H8ClNO/c1-13-9-5-4-8(11)7-3-2-6-12-10(7)9/h2-6H,1H3","YZCSDQVSXILXPK-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","H+ of NH+","basic",4.13
"13347","ON=CC=1(C=2(C(N=CC=1)=CC=CC=2))","O=NCC1=CC=NC2=CC=CC=C12","InChI=1S/C10H8N2O/c13-12-7-8-5-6-11-10-4-2-1-3-9(8)10/h1-6H,7H2","GIDTWRKUFXMHAH-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","basic",4.55
"12420","O=[N+]([O-])C2(=C(N)C=1(C(=CC=CC=1)C=C2))","NC1C2=CC=CC=C2C=CC=1[N+]([O-])=O","InChI=1S/C10H8N2O2/c11-10-8-4-2-1-3-7(8)5-6-9(10)12(13)14/h1-6H,11H2","SMAJHKXZBICXLS-UHFFFAOYSA-N","?","20",,"a/thermodynamic","?","basic",-1.6
"12424","O=[N+]([O-])C=2(C=1(C(=CC=C(C=1)N)C=CC=2))","NC1C=C2C(=CC=CC2=CC=1)[N+]([O-])=O","InChI=1S/C10H8N2O2/c11-8-5-4-7-2-1-3-10(12(13)14)9(7)6-8/h1-6H,11H2","FGLPIWSCAOGYBA-UHFFFAOYSA-N","?","25",,"a/thermodynamic","?","basic",2.86
"12416","O=[N+]([O-])C=2(C=1(C(=C(N)C=CC=1)C=CC=2))","NC1C=CC=C2C(=CC=CC2=1)[N+]([O-])=O","InChI=1S/C10H8N2O2/c11-9-5-1-4-8-7(9)3-2-6-10(8)12(13)14/h1-6H,11H2","WEWILNPCZSSAIJ-UHFFFAOYSA-N","?","25",,"a/thermodynamic","?","basic",2.8
"17016","S=C2(N(C(=O)C1(=CC=CC=C1))CC(N2)=O)","OC1CN(C(=O)C2C=CC=CC=2)C(=S)N=1","InChI=1S/C10H8N2O2S/c13-8-6-12(10(15)11-8)9(14)7-4-2-1-3-5-7/h1-5H,6H2,(H,11,13,15)","YTMVOQHVLQJLML-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-6.6
"10950","OC=1(C=2(C(C([O-])=CC=1)=CC=CC=2))","OC1C=CC(O)=C2C=CC=CC=12","InChI=1S/C10H8O2/c11-9-5-6-10(12)8-4-2-1-3-7(8)9/h1-6,11-12H","PCILLCXFKWDRMK-UHFFFAOYSA-N","?","19.9","spectrophotometric","a2/apparent","?","basic",11.02
"13897","N=2(C=1(C(=CC=C(C=1)C)C=CC=2))","CC1C=C2N=CC=CC2=CC=1","InChI=1S/C10H9N/c1-8-4-5-9-3-2-6-11-10(9)7-8/h2-7H,1H3","KDYVCOSVYOSHOL-UHFFFAOYSA-N","?","20","mean from 3","b/apparent","?","basic",5.25
"13899","NC=1(C=2(C(C=CC=1)=CC=CC=2))","NC1=CC=CC2=CC=CC=C21","InChI=1S/C10H9N/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,11H2","RUFPHBVGCFYCNW-UHFFFAOYSA-N","?","21","mean from 4","b1/apparent","NH(1+)","basic",3.92
"15020","O1(C(=CC=C1)CNC2(=NC=NC3(=C2C=NN3)))","C(NC1=NC=NC2NN=CC1=2)C1=CC=CO1","InChI=1S/C10H9N5O/c1-2-7(16-3-1)4-11-9-8-5-14-15-10(8)13-6-12-9/h1-3,5-6H,4H2,(H2,11,12,13,14,15)","KWGOKOFSPBXMSX-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",4.01
"11200","O(C2(=NC=1(C(=CC=CC=1)C=C2)))C","COC1C=CC2=CC=CC=C2N=1","InChI=1S/C10H9NO/c1-12-10-7-6-8-4-2-3-5-9(8)11-10/h2-7H,1H3","ZTQNUTNKGQGWCM-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","NH%+&","basic",3.17
"11182","OC=2(C1(=NC=CC=C1C(C)=CC=2))","CC1=CC=C(O)C2=NC=CC=C21","InChI=1S/C10H9NO/c1-7-4-5-9(12)10-8(7)3-2-6-11-10/h2-6,12H,1H3","RPVGLMKJGQMQSN-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",5.29
"11152","S=C1(C2(=C(N(C)C=C1)C=CC=C2))","CN1C=CC(=S)C2C=CC=CC1=2","InChI=1S/C10H9NS/c1-11-7-6-10(12)8-4-2-3-5-9(8)11/h2-7H,1H3","UHFHXGARFLWEAF-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",0.56
"11149","S(C=1(N=CC2(=CC=CC=C2(C=1))))C","CSC1=CC2=CC=CC=C2C=N1","InChI=1S/C10H9NS/c1-12-10-6-8-4-2-3-5-9(8)7-11-10/h2-7H,1H3","SNRLRUIFMJGALU-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","NH%+&","basic",3.41
"11146","S(C=1(C=NC2(=CC=CC=C2(C=1))))C","CSC1=CC2=CC=CC=C2N=C1","InChI=1S/C10H9NS/c1-12-9-6-8-4-2-3-5-10(8)11-7-9/h2-7H,1H3","GYORPPNTMWUJCH-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","NH%+&","basic",3.88
"14629","N#CC(=NNC1(=C(C=CC=C1C)C))C#N","CC1C=CC=C(C)C=1N=NC(C#N)C#N","InChI=1S/C11H10N4/c1-8-4-3-5-9(2)11(8)15-14-10(6-12)7-13/h3-5,10H,1-2H3","SQEUWWVFNYITIZ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.82
"11131","N(C=1(C=2(C(C=CC=1)=CC=CC=2)))C","CNC1=CC=CC2=CC=CC=C21","InChI=1S/C11H11N/c1-12-11-8-4-6-9-5-2-3-7-10(9)11/h2-8,12H,1H3","AKEYUWUEAXIBTF-UHFFFAOYSA-N","?","25","potentiometric","a/thermodynamic","H%+&","basic",3.7
"11128","N=1(C=2(C(C=C(C=1C)C)=CC=CC=2))","CC1=CC2=CC=CC=C2N=C1C","InChI=1S/C11H11N/c1-8-7-10-5-3-4-6-11(10)12-9(8)2/h3-7H,1-2H3","FBOFHVFMPNNIKN-UHFFFAOYSA-N","?","25","potentiometric","b/apparent","?","basic",4.93
