"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"13526","O=C(O)C1(=CC=C(OC(C)C)C=C1)","CC(C)OC1C=CC(=CC=1)C(O)=O","InChI=1S/C10H12O3/c1-7(2)13-9-5-3-8(4-6-9)10(11)12/h3-7H,1-2H3,(H,11,12)","ZVERWTXKKWSSHH-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","acidic",4.57
"10578","[S+](CC(=O)C1(=CC=CC=C1))(C)C","C[S+](C)C=C(O)C1C=CC=CC=1","InChI=1S/C10H12OS/c1-12(2)8-10(11)9-6-4-3-5-7-9/h3-8H,1-2H3/p+1","FDPMPHQWCLVHND-UHFFFAOYSA-O","?","24","spectrophotometric","a1/apparent","RMe2S+ Br-","acidic",8.6
"14937","O=[N+]([O-])C1(=CC(C(=O)N[N+](C)(C)C)=CC=C1)","C[N+](C)(C)NC(=O)C1C=C(C=CC=1)[N+]([O-])=O","InChI=1S/C10H13N3O3/c1-13(2,3)11-10(14)8-5-4-6-9(7-8)12(15)16/h4-7H,1-3H3/p+1","QUZUHTAFMYFBBF-UHFFFAOYSA-O","?","20","mean from 2","a1/apparent","?","acidic",3.16
"13649","O=C1(C=C(C(=NO)C(=C1)CC)CC)","CCC1=CC(=O)C=C(CC)C1N=O","InChI=1S/C10H13NO2/c1-3-7-5-9(12)6-8(4-2)10(7)11-13/h5-6,10H,3-4H2,1-2H3","KZVQIQLLKAHZPL-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",8.34
"12254","O=[N+]([O-])C1(=C(C=C(O)C(=C1)C)C(C)C)","CC1=CC(=C(C=C1O)C(C)C)[N+]([O-])=O","InChI=1S/C10H13NO3/c1-6(2)8-5-10(12)7(3)4-9(8)11(13)14/h4-6,12H,1-3H3","RLRCXCWTFYFSHS-UHFFFAOYSA-N","?","25","potentiometric","apparent","?","acidic",4.2
"15078","O=C(OCC)N1(CCC2(=NOC(=C2(CC1))O))","CCOC(=O)N1CCC2=C(O)ON=C2CC1","InChI=1S/C10H14N2O4/c1-2-15-10(14)12-5-3-7-8(4-6-12)11-16-9(7)13/h13H,2-6H2,1H3","LVMUHDZVLAXEJZ-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",4.7
"12257","O=C(OCC)C1(=CC(=[N+](O)C(=C1)C)C)","CC1=CC(=CC(C)=[N+]1O)C(=O)OCC","InChI=1S/C10H14NO3/c1-4-14-10(12)9-5-7(2)11(13)8(3)6-9/h5-6,13H,4H2,1-3H3/q+1","AVGUAQOGRHFITN-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","acidic",-0.13
"14230","OC1(=C(C=CC(=C1)C(C)C)C)","CC1C=CC(=CC=1O)C(C)C","InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4-7,11H,1-3H3","RECUKUPTGUEGMW-UHFFFAOYSA-N","?","25",,"apparent","?","acidic",10.35
"10948","O=C2(C1(C(=O)CCCC1CCC2))","OC1=CCCC2CCC=C(O)C12","InChI=1S/C10H14O2/c11-8-5-1-3-7-4-2-6-9(12)10(7)8/h5-7,10-12H,1-4H2","KWFGLYFNQBCBBU-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","acidic",11.13
"13493","[Si](C1(=CC=CC=C1))(CC(=O)O)(C)C","C[Si](C)(C=C(O)O)C1C=CC=CC=1","InChI=1S/C10H14O2Si/c1-13(2,8-10(11)12)9-6-4-3-5-7-9/h3-8,11-12H,1-2H3","DDHGVEFEHHLACP-UHFFFAOYSA-N","?","25","potentiometric","apparent","?","acidic",5.27
"16186","O2(C([N+]1(=C(O)N=C(N)C(=C1)C))CC(C2CO)O)","CC1=C[N+](C2CC(O)C(CO)O2)=C(O)N=C1N","InChI=1S/C10H15N3O4/c1-5-3-13(10(16)12-9(5)11)8-2-6(15)7(4-14)17-8/h3,6-8,14-15H,2,4H2,1H3,(H2,11,12,16)/p+1","LUCHPKXVUGJYGU-UHFFFAOYSA-O","?",,"mean from 3","a1/apparent","?","acidic",4.4
"10860","OC1(=C(C=CC=C1)CC[NH+](C)C)","CN(C)CCC1=CC=CC=C1O","InChI=1S/C10H15NO/c1-11(2)8-7-9-5-3-4-6-10(9)12/h3-6,12H,7-8H2,1-2H3","AECMQTCXISKOGO-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","OH","acidic",8.75
"10831","OC1(=C(C=C(C)C=C1)CN(C)C)","CC1C=CC(O)=C(CN(C)C)C=1","InChI=1S/C10H15NO/c1-8-4-5-10(12)9(6-8)7-11(2)3/h4-6,12H,7H2,1-3H3","HYVZRUQCAHFECM-UHFFFAOYSA-N","?","25","potentiometric","a1/thermodynamic","OH","acidic",11.22
"10855","OC1(=CC([N+](C)(C)C)=CC(=C1)C)","CC1C=C(C=C(O)C=1)[N+](C)(C)C","InChI=1S/C10H15NO/c1-8-5-9(11(2,3)4)7-10(12)6-8/h5-7H,1-4H3/p+1","SKAJYBWQOLBZCJ-UHFFFAOYSA-O","?","25","potentiometric","a/apparent","?","acidic",8.2
"17063","O=C1(OC(C2(C[NH2+]C(C2(C1))C(=O)O))(C)C)","CC1(C)OC(O)=CC2C1CN=C2C(O)O","InChI=1S/C10H15NO4/c1-10(2)6-4-11-8(9(13)14)5(6)3-7(12)15-10/h3,5-6,9,12-14H,4H2,1-2H3","ADVUYKHOGSPFMH-UHFFFAOYSA-N","?",,,"a1/apparent","?","acidic",2.27
"17044","O=C(O)C2(N(C(=O)C1([NH2+]CCC1))CCC2)","OC(O)=C1CCCN1C(O)C1CCCN=1","InChI=1S/C10H16N2O3/c13-9(7-3-1-5-11-7)12-6-2-4-8(12)10(14)15/h9,13-15H,1-6H2","RYLWFIZDGLVLQF-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",3.16
"14229","OC1(=C(C(=C)C)CCC(C1)C)","CC(=C)C1CCC(C)CC=1O","InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)6-10(9)11/h8,11H,1,4-6H2,2-3H3","BIPFWTQEMKRHOQ-UHFFFAOYSA-N","?","20",,"a1/apparent","OH","acidic",11.95
"16280","O=C1(N(C(=O)CC1[NH3+])CCCCC([NH3+])C(=O)O)","N=C1CC(=O)N(CCCCC(=N)C(O)O)C1O","InChI=1S/C10H17N3O4/c11-6(10(16)17)3-1-2-4-13-8(14)5-7(12)9(13)15/h9-12,15-17H,1-5H2","GSBZIUGMPYNKER-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","acidic",2.5
"10526","O=C(O)C(C1(CC(CCC1)C))C","CC(C1CC(C)CCC1)=C(O)O","InChI=1S/C10H18O2/c1-7-4-3-5-9(6-7)8(2)10(11)12/h7,9,11-12H,3-6H2,1-2H3","LBFORFZKBJVMCV-UHFFFAOYSA-N","?","25",,"a/apparent","?","acidic",4.59
"14599","O=C(NO)CCCCCCCCC(=O)N","N=C(O)CCCCCCCCC(O)N=O","InChI=1S/C10H20N2O3/c11-9(13)7-5-3-1-2-4-6-8-10(14)12-15/h10,14H,1-8H2,(H2,11,13)","RRYXBFQIDAINTA-UHFFFAOYSA-N","?","30","potentiometric","a/apparent","?","acidic",9.49
"11328","SCC[NH+](CCCC)CCCC","CCCCN(CCS)CCCC","InChI=1S/C10H23NS/c1-3-5-7-11(9-10-12)8-6-4-2/h12H,3-10H2,1-2H3","LOJUMTFVTNJLTF-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","SH","acidic",7.76
"16225","FC(F)(F)C1(=C(NN=C(C#N)C#N)C=CC=C1)","N#CC(C#N)N=NC1C=CC=CC=1C(F)(F)F","InChI=1S/C10H5F3N4/c11-10(12,13)8-3-1-2-4-9(8)17-16-7(5-14)6-15/h1-4,7H","OTYRRSPJNJWAAC-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","?","acidic",5.0
"15079","O=[N+]([O-])C=2(C=1(C(=NC=CC=1)C(C(=O)O)=CC=2))","[O-][N+](=O)C1=CC=C(C(O)=O)C2=NC=CC=C12","InChI=1S/C10H6N2O4/c13-10(14)7-3-4-8(12(15)16)6-2-1-5-11-9(6)7/h1-5H,(H,13,14)","HXHZCOASPJWXPP-UHFFFAOYSA-N","?",,"potentiometric","b/thermodynamic","?","acidic",1.41
"13266","O=C2(C(=O)C(C1(=CC=CC=C1))C2=O)","OC1=C(C2C=CC=CC=2)C(=O)C1=O","InChI=1S/C10H6O3/c11-8-7(9(12)10(8)13)6-4-2-1-3-5-6/h1-5,11H","YSWWAKJDYMKMGU-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","acidic",0.37
"12460","ClC2(=CC=C(C(=O)C1(=NNC=C1))C=C2)","O=C(C1C=CNN=1)C1C=CC(Cl)=CC=1","InChI=1S/C10H7ClN2O/c11-8-3-1-7(2-4-8)10(14)9-5-6-12-13-9/h1-6H,(H,12,13)","YQRISINPLABDKE-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","acidic",11.87
"10959","ClC=1(C=2(C(C(O)=CC=1)=CC=CC=2))","OC1=CC=C(Cl)C2=CC=CC=C21","InChI=1S/C10H7ClO/c11-9-5-6-10(12)8-4-2-1-3-7(8)9/h1-6,12H","LVSPDZAGCBEQAV-UHFFFAOYSA-N","?","25","spectrophotometric","a/apparent","?","acidic",8.64
"10965","IC2(=CC=1(C(=CC(O)=CC=1)C=C2))","OC1C=C2C=CC(I)=CC2=CC=1","InChI=1S/C10H7IO/c11-9-3-1-8-6-10(12)4-2-7(8)5-9/h1-6,12H","KWIKEUOFWNWERV-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",9.23
"16276","O=[N+]([O-])C1(=C(NN=C(C#N)C#N)C=CC(=C1)C)","CC1=CC(=C(C=C1)N=NC(C#N)C#N)[N+]([O-])=O","InChI=1S/C10H7N5O2/c1-7-2-3-9(10(4-7)15(16)17)14-13-8(5-11)6-12/h2-4,8H,1H3","JHYHIEBZIXAERA-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","?","acidic",6.0
"13389","O=C(O)C2(=[NH+]C=1(C(=CC=CC=1)C=C2))","OC(=O)C1C=CC2=CC=CC=C2N=1","InChI=1S/C10H7NO2/c12-10(13)9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,(H,12,13)","LOAUVZALPPNFOQ-UHFFFAOYSA-N","?","19","mean from 2","a1/apparent","?","acidic",1.79
"12528","O=[N+]([O-])C2(=CC=1(C(=C(O)C=CC=1)C=C2))","[O-][N+](=O)C1=CC2=CC=CC(O)=C2C=C1","InChI=1S/C10H7NO3/c12-10-3-1-2-7-6-8(11(13)14)4-5-9(7)10/h1-6,12H","VOBPSSPZWWISCT-UHFFFAOYSA-N","?","25","spectrophotometric","a/apparent","?","acidic",8.49
"12524","O=C1(NC(=O)C(C1=O)C2(=CC=CC=C2))","OC1=NC(=O)C(=O)C1C1C=CC=CC=1","InChI=1S/C10H7NO3/c12-8-7(9(13)11-10(8)14)6-4-2-1-3-5-6/h1-5,7H,(H,11,13,14)","ZIQMDGHNRLGXRQ-UHFFFAOYSA-N","?",,,"a/apparent","?","acidic",3.4
"13346","ON=CC=1(C=2(C(N=CC=1)=CC=CC=2))","O=NCC1=CC=NC2=CC=CC=C12","InChI=1S/C10H8N2O/c13-12-7-8-5-6-11-10-4-2-1-3-9(8)10/h1-6H,7H2","GIDTWRKUFXMHAH-UHFFFAOYSA-N","?","20","spectrophotometric","a2/apparent","?","acidic",10.42
"17041","O=[N+]([O-])C=2(C=1(C(=NC(C)=CC=1)C(O)=CC=2))","CC1=CC=C2C(=N1)C(O)=CC=C2[N+]([O-])=O","InChI=1S/C10H8N2O3/c1-6-2-3-7-8(12(14)15)4-5-9(13)10(7)11-6/h2-5,13H,1H3","XYPACLZTPMHPLB-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",6.78
"13743","OC2(=CC=1(C(=CC=CC=1)C=C2))","OC1=CC2=CC=CC=C2C=C1","InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H","JWAZRIHNYRIHIV-UHFFFAOYSA-N","?","21","mean from 7","a1/apparent","OH","acidic",9.6
"10516","O=C(O)C=C=CC1(=CC=CC=C1)","OC(=O)C=C=CC1C=CC=CC=1","InChI=1S/C10H8O2/c11-10(12)8-4-7-9-5-2-1-3-6-9/h1-3,5-8H,(H,11,12)","LHLLILMLCBGAJN-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",3.7
"13267","O=C1(C(O)=C1C2(=CC=C(OC)C=C2))","COC1C=CC(=CC=1)C1=C(O)C1=O","InChI=1S/C10H8O3/c1-13-7-4-2-6(3-5-7)8-9(11)10(8)12/h2-5,11H,1H3","XWIOSUPIHHKJLX-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",2.33
"13273","O=C2(OC1(=C(C(O)=CC=C1)C(=C2)C))","CC1=CC(=O)OC2C=CC=C(O)C=21","InChI=1S/C10H8O3/c1-6-5-9(12)13-8-4-2-3-7(11)10(6)8/h2-5,11H,1H3","KZTGTVVRGQELJS-UHFFFAOYSA-N","?","25","spectrophotometric","a/thermodynamic","?","acidic",8.26
"12327","O=C2(OC1(=C(C=C(OC)C(=C1)O)C=C2))","COC1=CC2C=CC(=O)OC=2C=C1O","InChI=1S/C10H8O4/c1-13-9-4-6-2-3-10(12)14-8(6)5-7(9)11/h2-5,11H,1H3","RODXRVNMMDRFIK-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","H of OH","acidic",6.5
"10963","ClC2(=CC1(=C(CC(=O)CC1)C=C2))","OC1CC2C=CC(Cl)=CC=2CC=1","InChI=1S/C10H9ClO/c11-9-3-1-8-6-10(12)4-2-7(8)5-9/h1,3-5,12H,2,6H2","IYTDWOSDWGFCTL-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",12.51
"15170","S(=O)(=O)(NC1(=NC=CC=N1))C2(=CC=CC=C2)","O=S(=O)(NC1N=CC=CN=1)C1C=CC=CC=1","InChI=1S/C10H9N3O2S/c14-16(15,9-5-2-1-3-6-9)13-10-11-7-4-8-12-10/h1-8H,(H,11,12,13)","HLBLNLYCFFWMFF-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","acidic",5.91
"11209","OC2(=CC1(=[N+](C=CC=C1C=C2)C))","C[N+]1C=CC=C2C=CC(O)=CC=12","InChI=1S/C10H9NO/c1-11-6-2-3-8-4-5-9(12)7-10(8)11/h2-7H,1H3/p+1","CLWHNSXKDOCYJS-UHFFFAOYSA-O","?","20","potentiometric","a/apparent","?","acidic",5.56
"11210","OC=1(C=2(C(C=[N+](C=1)C)=CC=CC=2))","C[N+]1=CC2=CC=CC=C2C(O)=C1","InChI=1S/C10H9NO/c1-11-6-8-4-2-3-5-9(8)10(12)7-11/h2-7H,1H3/p+1","TXSIGDOOBYFEIT-UHFFFAOYSA-O","?","20","potentiometric","a/apparent","?","acidic",4.93
"11190","O=C2(N(C1(=C(C=CC=C1)C=C2))C)","CN1C(=O)C=CC2C=CC=CC1=2","InChI=1S/C10H9NO/c1-11-9-5-3-2-4-8(9)6-7-10(11)12/h2-7H,1H3","QYEMNJMSULGQRD-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","acidic",-0.71
"11187","OC=2(C1(=NC=C(C)C=C1C=CC=2))","CC1=CN=C2C(O)=CC=CC2=C1","InChI=1S/C10H9NO/c1-7-5-8-3-2-4-9(12)10(8)11-6-7/h2-6,12H,1H3","LHPOFWYKNOUJJN-UHFFFAOYSA-N","?","25","spectrophotometric","a/apparent","?","acidic",9.75
"13374","O=C(O)C=2(C1(=C(C=CC=C1)NC=2C))","CC1NC2C=CC=CC=2C=1C(O)=O","InChI=1S/C10H9NO2/c1-6-9(10(12)13)7-4-2-3-5-8(7)11-6/h2-5,11H,1H3,(H,12,13)","BHFYJMNOBRLYSC-UHFFFAOYSA-N","?","25",,"apparent","?","acidic",5.89
"13657","O=C(O)CC(C#N)C1(=CC=CC=C1)","N#CC(C=C(O)O)C1C=CC=CC=1","InChI=1S/C10H9NO2/c11-7-9(6-10(12)13)8-4-2-1-3-5-8/h1-6,9,12-13H","FDVJUPCUWMHKRW-UHFFFAOYSA-N","?","25","conductometric","1/thermodynamic","?","acidic",3.79
"12532","O=[N+]([O-])C2(=CC1(=C(CC(=O)CC1)C=C2))","[O-][N+](=O)C1=CC2CC=C(O)CC=2C=C1","InChI=1S/C10H9NO3/c12-10-4-2-7-5-9(11(13)14)3-1-8(7)6-10/h1,3-5,12H,2,6H2","LNTUJYBEYXGPJZ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",10.09
"17059","O=[N+]([O-])C1(=CC(=CC=C1)C2(C(C(=O)O)C2))","[O-][N+](=O)C1=CC(=CC=C1)C1CC1=C(O)O","InChI=1S/C10H9NO4/c12-10(13)9-5-8(9)6-2-1-3-7(4-6)11(14)15/h1-4,8,12-13H,5H2","OLWCLIREWGQYGE-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",4.41
"11155","SC1(=[N+](C=CC=2(C1=CC=CC=2))C)","C[N+]1C=CC2=CC=CC=C2C=1S","InChI=1S/C10H9NS/c1-11-7-6-8-4-2-3-5-9(8)10(11)12/h2-7H,1H3/p+1","IEXYLQOPBXUDSK-UHFFFAOYSA-O","?","20","spectrophotometric","a/apparent","?","acidic",-2.13
"15786","ClC2(=CC=C(S(=O)(=O)NC1(=NC(=CC=N1)C))C=C2)","CC1=CC=NC(NS(=O)(=O)C2C=CC(Cl)=CC=2)=N1","InChI=1S/C11H10ClN3O2S/c1-8-6-7-13-11(14-8)15-18(16,17)10-4-2-9(12)3-5-10/h2-7H,1H3,(H,13,14,15)","MIRBJPKOOYSJBZ-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",5.37
"17003","O=C(C1(=CC=C(OC)C=C1))C2(=NNC=C2)","COC1C=CC(=CC=1)C(=O)C1C=CNN=1","InChI=1S/C11H10N2O2/c1-15-9-4-2-8(3-5-9)11(14)10-6-7-12-13-10/h2-7H,1H3,(H,12,13)","YPEMQMDWCPHMIW-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","acidic",12.09
"14628","N#CC(=NNC1(=C(C=CC(=C1)C)C))C#N","CC1=CC(N=NC(C#N)C#N)=C(C)C=C1","InChI=1S/C11H10N4/c1-8-3-4-9(2)11(5-8)15-14-10(6-12)7-13/h3-5,10H,1-2H3","KUVLTQSSNHTLGP-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","?","acidic",6.75
"13250","O(C2(=CC=1(C(=CC(O)=CC=1)C=C2)))C","COC1=CC2=CC=C(O)C=C2C=C1","InChI=1S/C11H10O2/c1-13-11-5-3-8-6-10(12)4-2-9(8)7-11/h2-7,12H,1H3","WWPKRXOOVICNJY-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",9.64
"12105","O=C(O)C=CC(=O)C1(=CC=C(C)C=C1)","CC1C=CC(=CC=1)C(=O)C=CC(O)=O","InChI=1S/C11H10O3/c1-8-2-4-9(5-3-8)10(12)6-7-11(13)14/h2-7H,1H3,(H,13,14)","VNJMEFZKYZHWEO-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","COOH","acidic",3.44
"15109","O=[N+]([O-])C=2(C=1(C(=C[N+](CCO)=CC=1)C=CC=2))","[O-][N+](=O)C1=CC=CC2=C[N+](CCO)=CC=C21","InChI=1S/C11H11N2O3/c14-7-6-12-5-4-10-9(8-12)2-1-3-11(10)13(15)16/h1-5,8,14H,6-7H2/q+1","MSIHUOXSASEWRP-UHFFFAOYSA-N","?","25","spectrophotometric","a2/apparent","O-H","acidic",11.67
"16198","S(=O)(=O)(NC1(=NC=CC=C1))C2(=CC=C(N)C=C2)","NC1C=CC(=CC=1)S(=O)(=O)NC1C=CC=CN=1","InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14)","GECHUMIMRBOMGK-UHFFFAOYSA-N","?","20","mean from 3","a1/apparent","?","acidic",8.51
