DSSTox_Source_Record_Id,Extenal_ID,DSSTox_Substance_Id,DSSTox_Structure_Id,DSSTox_QC-Level,Substance_Name,Substance_CASRN,Substance_Type,Substance_Note,Structure_SMILES,Structure_InChI,Structure_InChIKey,Structure_Formula,Structure_MolWt,Structure_SMILES_2D-QSAR,DateModified
DTXRID306092325,70,DTXSID4021137,DTXCID001137,DSSTox_Low,"1,3-Benzenediamine",108-45-2,Single Compound,,NC1=CC(N)=CC=C1,"InChI=1S/C6H8N2/c7-5-2-1-3-6(8)4-5/h1-4H,7-8H2
AuxInfo=1/0/N:6,5,7,3,4,2,8,1/E:(2,3)(5,6)(7,8)/rA:8NCCCCCCN/rB:s1;d2;s3;d4;s5;s2d6;s4;/rC:5.3379,-3.08,0;4.0035,-2.3114,0;2.669,-3.08,0;1.3345,-2.3114,0;1.3345,-.7686,0;2.669,0,0;4.0035,-.7686,0;0,-3.08,0;
",WZCQRUWWHSTZEM-UHFFFAOYSA-N,C6H8N2,108.144,NC1=CC(N)=CC=C1,20170926.0
DTXRID006092326,71,DTXSID80902497,DTXCID801330701,Incomplete,NoName_3001,NOCAS_902497,Single Compound,,CN1C=CC(=N)C=C1,"InChI=1S/C6H8N2/c1-8-4-2-6(7)3-5-8/h2-5,7H,1H3
AuxInfo=1/0/N:6,3,8,4,7,2,1,5/E:(2,3)(4,5)/rA:8NCCCNCCC/rB:d1;s2;d3;s4;s5;s5;s2d7;/rC:1.3321,-6.16,0;1.3321,-4.62,0;2.6658,-3.85,0;2.6658,-2.31,0;1.3321,-1.54,0;1.3321,0,0;-.0016,-2.31,0;-.0016,-3.85,0;
",JWTVWQUUKNZIHH-UHFFFAOYSA-N,C6H8N2,108.144,CN1C=CC(=N)C=C1,20180702.0
DTXRID706092327,72,DTXSID4064058,DTXCID3042552,Public_High,"Pyrazine, 2,3-dimethyl-",5910-89-4,Single Compound,SRS/ChemID matched; SRS trust index 3,CC1=C(C)N=CC=N1,"InChI=1S/C6H8N2/c1-5-6(2)8-4-3-7-5/h3-4H,1-2H3
AuxInfo=1/0/N:7,8,4,5,2,1,3,6/E:(1,2)(3,4)(5,6)(7,8)/rA:8CCNCCNCC/rB:d1;s2;d3;s4;s1d5;s2;s1;/rC:1.3337,2.31,0;2.6673,1.54,0;2.6673,0,0;1.3337,-.77,0;;0,1.54,0;4.001,2.31,0;1.3337,3.85,0;
",OXQOBQJCDNLAPO-UHFFFAOYSA-N,C6H8N2,108.144,CC1=C(C)N=CC=N1,20170228.0
DTXRID406092328,73,DTXSID6047652,DTXCID4027652,DSSTox_Low,"2,5-Dimethylpyrazine",123-32-0,Single Compound,,CC1=CN=C(C)C=N1,"InChI=1S/C6H8N2/c1-5-3-8-6(2)4-7-5/h3-4H,1-2H3
AuxInfo=1/0/N:7,8,5,6,3,4,1,2/E:(1,2)(3,4)(5,6)(7,8)/rA:8NNCCCCCC/rB:;d1;s2;d2s3;s1d4;s3;s4;/rC:3.821,0,0;2.3173,-2.6378,0;4.6223,-1.3189,0;1.5222,-1.3189,0;3.821,-2.6378,0;2.3173,0,0;6.163,-1.3189,0;0,-1.3189,0;
",LCZUOKDVTBMCMX-UHFFFAOYSA-N,C6H8N2,108.144,CC1=CN=C(C)C=N1,20170228.0
DTXRID106092329,74,DTXSID70861721,DTXCID60810607,Public_Low,"Piperazine, 2,5-dimethyl-",106-55-8,Single Compound,,CC1CNC(C)CN1,"InChI=1/C6H14N2/c1-5-3-8-6(2)4-7-5/h5-8H,3-4H2,1-2H3
AuxInfo=1/0/N:1,6,3,7,2,5,8,4/E:(1,2)(3,4)(5,6)(7,8)/rA:8CCCNCCCN/rB:s1;s2;s3;s4;s5;s5;s2s7;/rC:1.3337,3.85,0;1.3337,2.31,0;2.6674,1.54,0;2.6674,0,0;1.3337,-.77,0;1.3337,-2.31,0;;0,1.54,0;
",NSMWYRLQHIXVAP-UHFFFAOYNA-N,C6H14N2,114.192,CC1CNC(C)CN1,20170719.0
DTXRID406092330,75,DTXSID70861721,DTXCID60810607,Public_Low,"Piperazine, 2,5-dimethyl-",106-55-8,Single Compound,,CC1CNC(C)CN1,"InChI=1/C6H14N2/c1-5-3-8-6(2)4-7-5/h5-8H,3-4H2,1-2H3
AuxInfo=1/0/N:1,6,3,7,2,5,8,4/E:(1,2)(3,4)(5,6)(7,8)/rA:8CCCNCCCN/rB:s1;s2;s3;s4;s5;s5;s2s7;/rC:1.3337,3.85,0;1.3337,2.31,0;2.6674,1.54,0;2.6674,0,0;1.3337,-.77,0;1.3337,-2.31,0;;0,1.54,0;
",NSMWYRLQHIXVAP-UHFFFAOYNA-N,C6H14N2,114.192,CC1CNC(C)CN1,20170719.0
DTXRID106092331,76,DTXSID40902498,DTXCID501330702,Incomplete,NoName_3002,NOCAS_902498,Single Compound,,CNC1CC1(C)NC,"InChI=1/C6H14N2/c1-6(8-3)4-5(6)7-2/h5,7-8H,4H2,1-3H3
AuxInfo=1/0/N:7,5,8,6,3,2,4,1/rA:8NCCNCCCC/rB:s1;s2;s3;s4;s2s3;s2;s1;/rC:3.2855,-1.5219,0;2.1058,-2.5118,0;1.3358,-3.8455,0;.0021,-4.6155,0;.0021,-6.1555,0;2.8758,-3.8455,0;.9261,-1.5219,0;3.0181,-.0053,0;
",CHGOHVBUSXYCKW-UHFFFAOYNA-N,C6H14N2,114.192,CNC1CC1(C)NC,20180702.0
DTXRID806092332,77,DTXSID30532844,DTXCID60483633,Public_Low,"4,5-Dimethylpyridazine",38283-35-1,Single Compound,,CC1=CN=NC=C1C,"InChI=1S/C6H8N2/c1-5-3-7-8-4-6(5)2/h3-4H,1-2H3
AuxInfo=1/0/N:5,6,7,8,3,4,1,2/E:(1,2)(3,4)(5,6)(7,8)/rA:8NNCCCCCC/rB:d1;;s3;s3;s4;s1d3;s2d4;/rC:5.7475,-2.31,0;7.0812,-1.54,0;4.4137,0,0;5.7475,.77,0;3.08,.77,0;5.7475,2.31,0;4.4137,-1.54,0;7.0812,0,0;
",XVGNFWZFFMUSPR-UHFFFAOYSA-N,C6H8N2,108.144,CC1=CN=NC=C1C,20170228.0
DTXRID506092333,78,DTXSID80498340,DTXCID80449150,Public_Low,"3,4-Dimethylpyridazine",68206-10-0,Single Compound,,CC1=C(C)N=NC=C1,"InChI=1S/C6H8N2/c1-5-3-4-7-8-6(5)2/h3-4H,1-2H3
AuxInfo=1/0/N:5,7,6,8,3,4,2,1/rA:8NNCCCCCC/rB:d1;;s1d3;s3;s3;s4;s2d6;/rC:5.7475,-1.54,0;7.0812,-.77,0;4.4137,.77,0;4.4137,-.77,0;3.08,1.54,0;5.7475,1.54,0;3.08,-1.54,0;7.0812,.77,0;
",PCFHSNOQBDATHE-UHFFFAOYSA-N,C6H8N2,108.144,CC1=C(C)N=NC=C1,20170228.0
DTXRID206092334,79,DTXSID70203687,DTXCID00126178,Public_Medium,"3,4,5-Trimethylpyrazole",5519-42-6,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,CC1=C(C)C(C)=NN1,"InChI=1S/C6H10N2/c1-4-5(2)7-8-6(4)3/h1-3H3,(H,7,8)
AuxInfo=1/1/N:6,7,8,3,4,5,1,2/E:(2,3)(5,6)(7,8)/rA:8NNCCCCCC/rB:s1;;s1d3;d2s3;s3;s4;s5;/rC:4.7551,-1.3304,0;3.5093,-.4252,0;5.5253,1.0394,0;6.0011,-.4252,0;3.9851,1.0394,0;6.4305,2.2852,0;7.4657,-.9012,0;3.08,2.2852,0;
",HUVAAOZUPLEYBH-UHFFFAOYSA-N,C6H10N2,110.16,CC1=C(C)C(C)=NN1,20170228.0
DTXRID906092335,80,DTXSID10335759,DTXCID60286848,Public_Low,"3,6-dimethylpyridazine",1632-74-2,Single Compound,,CC1=NN=C(C)C=C1,"InChI=1S/C6H8N2/c1-5-3-4-6(2)8-7-5/h3-4H,1-2H3
AuxInfo=1/0/N:7,8,5,6,3,4,1,2/E:(1,2)(3,4)(5,6)(7,8)/rA:8NNCCCCCC/rB:s1;d1;d2;s3;s4d5;s3;s4;/rC:5.7475,-1.54,0;7.0812,-.77,0;4.4137,-.77,0;7.0812,.77,0;4.4137,.77,0;5.7475,1.54,0;3.08,-1.54,0;8.4149,1.54,0;
",BGVTUIRPHLSMJU-UHFFFAOYSA-N,C6H8N2,108.144,CC1=NN=C(C)C=C1,20170228.0
DTXRID606092336,81,DTXSID00902499,DTXCID201330703,Incomplete,NoName_3003,NOCAS_902499,Single Compound,,CCC1=CC=CN=N1,"InChI=1S/C6H8N2/c1-2-6-4-3-5-7-8-6/h3-5H,2H2,1H3
AuxInfo=1/0/N:8,7,4,5,3,6,2,1/rA:8NNCCCCCC/rB:d1;s2;d3;s4;s1d5;s6;s7;/rC:-.0019,-3.0766,0;-.0019,-4.6165,0;1.3318,-5.3865,0;2.6655,-4.6165,0;2.6655,-3.0766,0;1.3318,-2.3066,0;1.3318,-.7666,0;-.0019,.0034,0;
",VPHSTJOEAKXUBG-UHFFFAOYSA-N,C6H8N2,108.144,CCC1=CC=CN=N1,20180702.0
DTXRID306092337,82,DTXSID50902500,DTXCID901330704,Incomplete,NoName_3004,NOCAS_902500,Single Compound,,CN1N=CC(C)=C1C,"InChI=1S/C6H10N2/c1-5-4-7-8(3)6(5)2/h4H,1-3H3
AuxInfo=1/0/N:7,5,3,8,6,4,1,2/rA:8NNCCCCCC/rB:s1;s2;s2;s4;d4;s6;d1s6;/rC:3.9571,-2.4456,0;2.7112,-1.5404,0;2.7112,-.0004,0;1.4653,-2.4456,0;.0007,-1.9697,0;1.9412,-3.9102,0;1.036,-5.1561,0;3.4812,-3.9102,0;
",SUHBKHNLQCODJL-UHFFFAOYSA-N,C6H10N2,110.16,CN1N=CC(C)=C1C,20180702.0
DTXRID006092338,83,DTXSID70147951,DTXCID5070442,Public_Medium,"1,3,5-Trimethylpyrazole",1072-91-9,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,CN1N=C(C)C=C1C,"InChI=1S/C6H10N2/c1-5-4-6(2)8(3)7-5/h4H,1-3H3
AuxInfo=1/0/N:8,6,7,5,4,3,2,1/rA:8NNCCCCCC/rB:s1;s1;d2;d3s4;s3;s1;s4;/rC:4.7553,-1.0379,0;3.5095,-.1325,0;6.0013,-.1325,0;3.9853,1.3321,0;5.5253,1.3321,0;7.4659,-.6087,0;4.7553,-2.5779,0;3.0802,2.5779,0;
",HNOQAFMOBRWDKQ-UHFFFAOYSA-N,C6H10N2,110.16,CN1N=C(C)C=C1C,20170228.0
DTXRID706092339,84,DTXSID30180783,DTXCID70103274,Public_Medium,"1,2-Diazacyclohex-4-ene, 1,2-dimethyl-",26163-36-0,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,CN1CC=CCN1C,"InChI=1S/C6H12N2/c1-7-5-3-4-6-8(7)2/h3-4H,5-6H2,1-2H3
AuxInfo=1/0/N:7,8,5,6,3,4,1,2/E:(1,2)(3,4)(5,6)(7,8)/rA:8NNCCCCCC/rB:s1;s1;s2;s3;s4d5;s1;s2;/rC:5.7475,-.77,0;4.4137,0,0;7.0812,0,0;4.4137,1.54,0;7.0812,1.54,0;5.7475,2.31,0;5.7475,-2.31,0;3.08,-.77,0;
",YTOCHSMFDSTIKM-UHFFFAOYSA-N,C6H12N2,112.176,CN1CC=CCN1C,20170228.0
DTXRID006092340,85,DTXSID90180784,DTXCID30103275,Public_Medium,"Pyridazine, hexahydro-1,2-dimethyl-",26163-37-1,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,CN1CCCCN1C,"InChI=1S/C6H14N2/c1-7-5-3-4-6-8(7)2/h3-6H2,1-2H3
AuxInfo=1/0/N:7,8,3,4,5,6,1,2/E:(1,2)(3,4)(5,6)(7,8)/rA:8NNCCCCCC/rB:s1;;s3;s1s3;s2s4;s1;s2;/rC:5.7475,-.77,0;4.4137,0,0;7.0812,1.54,0;5.7475,2.31,0;7.0812,0,0;4.4137,1.54,0;5.7475,-2.31,0;3.08,-.77,0;
",LPBMSFIXSFTBPY-UHFFFAOYSA-N,C6H14N2,114.192,CN1CCCCN1C,20170228.0
DTXRID706092341,86,DTXSID10902501,DTXCID601330705,Incomplete,NoName_3005,NOCAS_902501,Single Compound,,CC1=CN=NC(C)=C1,"InChI=1S/C6H8N2/c1-5-3-6(2)8-7-4-5/h3-4H,1-2H3
AuxInfo=1/0/N:5,8,6,3,4,7,2,1/rA:8NNCCCCCC/rB:d1;s2;d3;s4;s4;s1d6;s7;/rC:2.6696,-4.6225,0;4.0033,-3.8524,0;4.0033,-2.3123,0;2.6696,-1.5424,0;2.6696,-.0024,0;1.3358,-2.3123,0;1.3358,-3.8525,0;.0021,-4.6224,0;
",VUVAQWSLVHOLPS-UHFFFAOYSA-N,C6H8N2,108.144,CC1=CN=NC(C)=C1,20180702.0
DTXRID406092342,87,DTXSID70902502,DTXCID301330706,Incomplete,NoName_3006,NOCAS_902502,Single Compound,,CN1C=C(C)C(C)=N1,"InChI=1S/C6H10N2/c1-5-4-8(3)7-6(5)2/h4H,1-3H3
AuxInfo=1/0/N:6,8,3,4,5,7,1,2/rA:8NNCCCCCC/rB:s1;s2;s2;d4;s5;d1s5;s7;/rC:2.9207,-2.4431,0;1.6748,-1.5379,0;1.6748,.0021,0;.4289,-2.4431,0;.9048,-3.9077,0;-.0004,-5.1536,0;2.4448,-3.9077,0;3.35,-5.1536,0;
",GHGZGDGWFWIAQM-UHFFFAOYSA-N,C6H10N2,110.16,CN1C=C(C)C(C)=N1,20180702.0
DTXRID106092343,88,DTXSID1026665,DTXCID606665,DSSTox_Low,3-Pyridinecarbonitrile,100-54-9,Single Compound,,N#CC1=CN=CC=C1,"InChI=1S/C6H4N2/c7-4-6-2-1-3-8-5-6/h1-3,5H
AuxInfo=1/0/N:5,6,2,7,3,4,8,1/rA:8NCCCCCCN/rB:d1;s1;d3;s2;s4d5;s4;t7;/rC:.7582,-2.6684,0;0,-1.3343,0;2.2982,-2.6684,0;3.0799,-1.3343,0;.7582,0,0;2.2982,0,0;4.6139,-1.3343,0;5.8776,-.5349,0;
",GZPHSAQLYPIAIN-UHFFFAOYSA-N,C6H4N2,104.112,N#CC1=CN=CC=C1,20170228.0
DTXRID806092344,89,DTXSID70171458,DTXCID3093949,Public_Medium,N-Methyl-3-pyridinamine,18364-47-1,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,CNC1=CN=CC=C1,"InChI=1S/C6H8N2/c1-7-6-3-2-4-8-5-6/h2-5,7H,1H3
AuxInfo=1/0/N:7,6,4,8,5,3,1,2/rA:8NNCCCCCC/rB:;s1;s3;s2d3;d4;s1;d2s6;/rC:3.9069,.77,0;6.5744,-2.31,0;5.2407,0,0;6.5744,.77,0;5.2407,-1.54,0;7.9081,0,0;3.9069,2.31,0;7.9081,-1.54,0;
",DBGFNLVRAFYZBI-UHFFFAOYSA-N,C6H8N2,108.144,CNC1=CN=CC=C1,20170228.0
DTXRID506092345,90,DTXSID30902503,DTXCID001330707,Incomplete,NoName_3007,NOCAS_902503,Single Compound,,CNC1C(C)C1NC,"InChI=1/C6H14N2/c1-4-5(7-2)6(4)8-3/h4-8H,1-3H3
AuxInfo=1/0/N:7,5,8,6,3,2,4,1/E:(2,3)(5,6)(7,8)/rA:8NCCNCCCC/rB:s1;s2;s3;s4;s2s3;s6;s1;/rC:4.2057,-4.4123,0;2.872,-3.6423,0;2.102,-2.3087,0;2.102,-.7687,0;.7683,.0013,0;1.332,-3.6423,0;-.0017,-4.4123,0;5.5394,-3.6423,0;
",UQNADEMUCMKKEQ-UHFFFAOYNA-N,C6H14N2,114.192,CNC1C(C)C1NC,20180702.0
DTXRID206092346,91,DTXSID30902503,DTXCID001330707,Incomplete,NoName_3007,NOCAS_902503,Single Compound,,CNC1C(C)C1NC,"InChI=1/C6H14N2/c1-4-5(7-2)6(4)8-3/h4-8H,1-3H3
AuxInfo=1/0/N:7,5,8,6,3,2,4,1/E:(2,3)(5,6)(7,8)/rA:8NCCNCCCC/rB:s1;s2;s3;s4;s2s3;s6;s1;/rC:4.2057,-4.4123,0;2.872,-3.6423,0;2.102,-2.3087,0;2.102,-.7687,0;.7683,.0013,0;1.332,-3.6423,0;-.0017,-4.4123,0;5.5394,-3.6423,0;
",UQNADEMUCMKKEQ-UHFFFAOYNA-N,C6H14N2,114.192,CNC1C(C)C1NC,20180702.0
DTXRID906092347,92,DTXSID2061777,DTXCID7035012,Public_High,"Pyrimidine, 4,6-dimethyl-",1558-17-4,Single Compound,SRS/ChemID matched; SRS trust index 3,CC1=CC(C)=NC=N1,"InChI=1S/C6H8N2/c1-5-3-6(2)8-4-7-5/h3-4H,1-2H3
AuxInfo=1/0/N:7,8,1,4,6,2,5,3/E:(1,2)(5,6)(7,8)/rA:8CCNCNCCC/rB:d1;s2;d3;s4;s1d5;s6;s2;/rC:2.6673,1.54,0;2.6673,0,0;1.3337,-.77,0;;0,1.54,0;1.3337,2.31,0;1.3337,3.85,0;4.001,-.77,0;
",LSBIUXKNVUBKRI-UHFFFAOYSA-N,C6H8N2,108.144,CC1=CC(C)=NC=N1,20170228.0
DTXRID606092348,93,DTXSID9021843,DTXCID101843,DSSTox_Low,2-Pyridinecarbonitrile,100-70-9,Single Compound,,N#CC1=NC=CC=C1,"InChI=1S/C6H4N2/c7-5-6-3-1-2-4-8-6/h1-4H
AuxInfo=1/0/N:6,7,5,8,3,2,4,1/rA:8NCCNCCCC/rB:d1;s2;t3;s2;d5;s6;s1d7;/rC:3.8497,-2.6671,0;3.0798,-1.3367,0;1.5399,-1.3367,0;0,-1.3367,0;3.8497,0,0;5.3897,0,0;6.1597,-1.3367,0;5.3897,-2.6671,0;
",FFNVQNRYTPFDDP-UHFFFAOYSA-N,C6H4N2,104.112,N#CC1=NC=CC=C1,20170228.0
DTXRID306092349,94,DTXSID60196670,DTXCID00119161,Public_Medium,"2-Pyridinamine, N-methyl- (9CI)",4597-87-9,Single Compound,Loaded based on no conflicts with this data in chemid and pubchem,CNC1=CC=CC=N1,"InChI=1S/C6H8N2/c1-7-6-4-2-3-5-8-6/h2-5H,1H3,(H,7,8)
AuxInfo=1/1/N:6,5,7,4,8,3,1,2/rA:8NNCCCCCC/rB:;s1s2;d3;s4;s1;d5;d2s7;/rC:4.4137,-1.0627,0;7.0812,-1.0627,0;5.7475,-.2927,0;5.7475,1.2475,0;7.0812,2.0175,0;3.08,-.2927,0;8.4149,1.2475,0;8.4149,-.2927,0;
",SVEUVITYHIHZQE-UHFFFAOYSA-N,C6H8N2,108.144,CNC1=CC=CC=N1,20170228.0
DTXRID606092350,95,DTXSID30337730,DTXCID10288817,Public_Low,"2-Methyl-4,5,6,7-tetrahydro-1H-1,3-diazepine",18237-68-8,Single Compound,,CC1=NCCCCN1,"InChI=1S/C6H12N2/c1-6-7-4-2-3-5-8-6/h2-5H2,1H3,(H,7,8)
AuxInfo=1/1/N:8,3,4,5,6,7,1,2/E:(2,3)(4,5)(7,8)/rA:8NNCCCCCC/rB:;;s3;s1s3;s2s4;s1d2;s7;/rC:5.6717,-1.2094,0;3.9415,.9602,0;7.4019,.9602,0;6.4417,2.1642,0;7.0594,-.5411,0;4.9017,2.1642,0;4.2842,-.5411,0;3.0802,-1.5014,0;
",YSMWZGUYANZCOM-UHFFFAOYSA-N,C6H12N2,112.176,CC1=NCCCCN1,20170228.0
